Sheldon Cottrell,13.0,74.28,0.142857,0.0
Chaturanga de Silva,15.66,83.92,1.42857,0.0
Piyush Chawla,5.42,65.51,0.12,0.0
Aftab Ahmed,24.73,83.04,0.107947,0.164706
Owais Shah,30.56,78.67,0.0729301,0.183099
George Worker,34.0,71.76,0.0686016,0.3
Kaushal Lokuarachchi,14.0,80.15,0.0534351,0.047619
Mohammed Shami,8.73,86.18,0.253968,0.0
Mohammad Rizwan,33.57,89.58,0.0851334,0.15625
Shaheen Afridi,20.5,70.68,0.0689655,0.0
Andre Botha,19.58,68.65,1.7619,0.047619
Geert-Maarten Mol,12.5,46.29,0.0740741,0.0
Damien Ravu,2.0,27.27,0.0,0.0
Dilhara Lokuhettige,9.22,77.57,1.33333,0.0
Michael Hussey,48.15,87.16,2.5027,0.227027
David Hemp,33.73,70.28,3.40909,0.227273
Jan Stander,11.0,58.66,0.0533333,0.0
Asad Shafiq,24.74,67.5,0.0570995,0.15
Oshane Thomas,0.0,0.0,0.0,0.0
Najaf Shah,0.0,0.0,0.0,0.0
Evin Lewis,32.58,82.31,3.68571,0.142857
Zaheer Khan,12.0,73.46,0.0862709,0.0
Neil McKenzie,37.51,69.4,2.34375,0.1875
Rob Nicol,30.84,75.51,0.0850515,0.181818
Nuwan Pradeep,5.4,42.85,0.047619,0.0
Shivnarine Chanderpaul,41.6,70.74,0.0650387,0.261194
Ragheb Aga,16.66,71.77,0.076555,0.0833333
Tatenda Taibu,29.25,67.58,0.0531873,0.16
Quinton de Kock,45.56,95.81,0.125338,0.330189
Nuwan Zoysa,13.19,95.81,0.378947,0.0
Iftikhar Ahmed,4.0,25.8,0.5,0.0
Imran Nazir,24.61,81.01,3.37975,0.139241
Manish Pandey,36.66,91.85,1.78261,0.130435
Andrew Strauss,35.63,80.94,0.092204,0.259843
Mahbubul Alam,40.5,114.08,1.4,0.2
Akalanka Ganegama,3.5,77.77,0.111111,0.0
Praveen Kumar,13.9,88.21,0.470588,0.0147059
Dwight Basden,6.0,30.76,0.0,0.0
Avishka Fernando,24.16,92.35,0.133758,0.166667
Sunzamul Islam,19.0,79.16,0.125,0.0
Tawanda Mupariwa,8.4,56.92,0.0492308,0.0
Ajinkya Rahane,35.26,78.63,3.62222,0.3
Tharindu Kaushal,0.0,0.0,0.0,0.0
Colin de Grandhomme,29.53,110.47,0.13217,0.0357143
Shingi Masakadza,21.25,96.04,0.141243,0.0
Thilina Kandamby,29.0,69.6,1.82051,0.128205
Dougie Lockhart,24.22,63.92,0.857143,0.0
Nuwan Kulasekara,15.43,81.46,0.728261,0.0217391
Josh Davey,22.42,65.87,1.55172,0.0689655
Maurits van Nierop,35.0,71.42,0.102041,0.0
Abdul Jabbar,29.5,71.95,5.0,0.0
Aarif Sheikh,18.8,53.4,0.0397727,0.0
Imran Haider,8.28,42.64,0.0147059,0.0
Austin Richards,2.0,100.0,0.0,0.0
Akila Dananjaya,13.47,69.02,0.0658537,0.0294118
Mashrafe Mortaza,14.01,87.51,0.995215,0.00478469
Paul Hoffmann,7.72,123.18,0.777778,0.0
Junaid Siddiqui,13.4,46.52,0.0208333,0.0
Chris Martin,1.6,29.62,0.0,0.0
Kosala Kulasekara,12.66,52.77,0.0,0.0
Jimmy Hansra,23.38,58.06,0.0482759,0.0833333
Andri Berenger,20.5,67.43,2.6,0.2
Peter McGlashan,63.0,123.52,0.137255,0.25
Michael Mason,8.0,53.33,0.0666667,0.0
Craig Wright,16.0,68.37,0.95,0.0
Karim Janat,9.0,27.27,0.0,0.0
Lahiru Madushanka,4.66,53.84,0.5,0.0
Lendl Simmons,31.58,73.05,0.0791045,0.264706
Shaun Tait,12.5,86.2,0.114286,0.0
Ravindra Jadeja,29.92,84.23,1.27152,0.0662252
Sadeera Samarawickrama,22.0,87.41,2.83333,0.166667
Gurkeerat Singh Mann,6.5,100.0,0.666667,0.0
Brad Hodge,30.26,87.51,0.0958904,0.16
Hardik Pandya,29.24,116.58,0.133971,0.0888889
Fakhar Zaman,51.31,98.14,0.130305,0.388889
Taurai Muzarabani,3.0,30.0,0.125,0.0
Vikram Singh,8.0,61.53,0.0769231,0.0
Arshad Ali,13.5,52.94,1.5,0.0
Lionel Cann,26.81,117.06,0.14881,0.0384615
Junaid Siddique,23.0,68.22,0.0713063,0.12963
Matthew Hoggard,4.25,56.66,0.0,0.0
Anwar Ali,29.18,87.46,0.0980926,0.0
David Wiese,20.4,88.69,0.104348,0.0
Hamish Gardiner,23.81,66.16,3.0,0.181818
Chris Morris,19.65,97.27,0.108911,0.0294118
Usman Salahuddin,6.5,46.42,0.0,0.0
James Hopes,25.01,93.71,1.53571,0.0357143
Safyaan Sharif,14.0,72.96,0.0586319,0.0
Asad Ali,6.5,81.25,0.0625,0.0
Paul Stirling,36.76,87.84,0.114968,0.261261
Brandon Mavuta,13.0,110.63,0.857143,0.0
Kyle Coetzer,43.37,88.25,5.84615,0.326923
Ramnaresh Sarwan,42.67,75.74,0.0702075,0.237569
Brett Dorey,2.0,25.0,0.0,0.0
Dave Langford-Smith,15.77,106.76,0.105263,0.0
Dimitri Mascarenhas,22.27,95.33,0.0972763,0.05
Morne Morkel,9.24,75.7,0.0875706,0.0
Umar Amin,18.06,69.13,0.0765306,0.0625
Jeetan Patel,13.57,58.64,0.0432099,0.0
Peter Borren,22.31,85.37,1.77586,0.0862069
Mark Wood,9.0,88.23,0.0784314,0.0
Joe Mennie,0.5,25.0,0.0,0.0
Max Sorensen,20.83,80.64,0.0967742,0.0
Mudassar Bukhari,17.2,76.9,1.23913,0.0434783
Tanvir Ahmed,18.0,150.0,0.25,0.0
Elijah Otieno,4.9,36.02,0.0294118,0.0
Kevin O'Brien,31.02,89.1,0.10194,0.143885
Dogodo Bau,18.88,53.29,1.3,0.0
Ed Joyce,38.0,72.23,0.077135,0.269231
Murali Vijay,21.18,66.99,0.0711462,0.0588235
Michael Yardy,20.37,69.06,0.0444915,0.0714286
Nathan McCullum,20.98,87.7,1.21429,0.047619
Tim Southee,12.62,99.85,0.11791,0.00719424
Jeremy Gordon,3.5,25.0,0.0,0.0
VVS Laxman,30.76,71.23,2.62791,0.186047
Amit Mishra,5.37,52.43,0.0487805,0.0
Kusal Mendis,28.67,85.75,3.22222,0.253968
Blessing Mahwire,10.63,46.98,0.0281125,0.0
Upul Chandana,17.3,72.99,0.0583221,0.0340136
Manoj Tiwary,26.09,71.21,0.0669975,0.166667
James Pattinson,10.5,52.5,0.133333,0.0
Mark Vermeulen,22.25,70.74,0.0912795,0.139535
Junaid Khan,4.85,53.54,0.0657895,0.0
Lonwabo Tsotsobe,7.0,51.37,0.0733945,0.0
Jeffrey Vandersay,11.83,42.77,0.272727,0.0
Rashid Khan,22.8,101.26,0.119289,0.0677966
Jerome Taylor,8.42,86.06,0.4,0.0
Sean Terry,6.4,47.76,0.0447761,0.0
Mitchell Starc,12.72,89.45,0.4,0.0133333
Rayad Emrit,13.0,37.14,0.0285714,0.0
Johnson Charles,26.72,83.8,0.114304,0.125
Parth Desai,2.66,14.54,0.0,0.0
Herschelle Gibbs,36.13,83.26,0.108837,0.233871
Craig Ervine,31.28,74.67,0.0741935,0.181818
Daniel ter Braak,20.0,42.55,0.0212766,0.0
Christiaan Jonker,15.5,93.93,0.181818,0.0
Matt Prior,24.18,76.76,0.088024,0.0441176
Richmond Mutumbami,20.44,71.04,0.0836551,0.0967742
Mahela Jayawardene,33.37,78.96,2.66741,0.214286
Peter Forrest,26.28,65.59,2.53333,0.266667
Duncan Allan,14.2,46.4,1.4,0.0
Sabbir Rahman,25.93,91.51,2.67213,0.0983607
Rizwan Cheema,24.64,111.53,0.185401,0.181818
Hilton Cartwright,1.0,8.69,0.0,0.0
Vernon Philander,12.58,70.89,0.466667,0.0
Shem Ngoche,7.55,57.14,0.357143,0.0
Chris Read,17.64,73.17,0.0658537,0.0
Bazid Khan,26.2,56.46,0.0344828,0.4
Nathan Coulter-Nile,12.83,81.05,0.0736842,0.0
Dhiren Gondaria,3.5,15.55,0.0,0.0
Faf du Plessis,46.54,88.53,0.0900916,0.320896
Ravichandran Ashwin,16.07,86.98,0.585586,0.00900901
Rumman Raees,9.0,112.5,0.208333,0.0
Wiaan Mulder,14.8,83.14,1.1,0.0
Adam Zampa,7.07,63.46,0.159091,0.0
Nasir Aziz,27.33,65.6,0.088,0.2
Darren Bravo,31.33,70.04,0.0742673,0.196262
Farhaan Behardien,30.68,97.9,0.094804,0.101695
Reeza Hendricks,26.76,76.98,2.66667,0.166667
Dean Elgar,17.33,58.75,0.75,0.0
Henry Davids,4.0,33.33,0.0,0.0
Kyle Abbott,8.44,60.31,0.047619,0.0
Kevin Pietersen,40.73,86.58,0.0982839,0.25
Justin Ontong,13.14,68.91,0.071161,0.0
Usman Limbada,18.9,66.54,0.0704225,0.0909091
Sese Bau,21.37,62.98,0.0607735,0.0588235
Brad Hogg,20.25,78.68,0.0458167,0.0162602
John Anderson,18.87,56.55,0.071161,0.0
Soumya Sarkar,36.67,99.93,0.141689,0.272727
Collins Obuya,25.55,68.56,1.82692,0.105769
Mohammad Sharif,13.25,51.96,0.00980392,0.0
Dom Joyce,9.66,51.78,0.0714286,0.0
Rohit Paudel,21.5,77.47,2.25,0.25
Rangana Herath,9.33,64.51,0.0552995,0.0
Mustafizur Rahman,9.5,50.44,0.0530973,0.0
Charl Langeveldt,6.63,58.87,0.0645161,0.0
John Davison,26.63,104.17,0.147327,0.1875
Murali Kartik,14.0,70.78,0.0617978,0.0
Craig Young,5.0,62.5,0.09375,0.0
Jade Dernbach,2.71,48.71,0.025641,0.0
Nicholas Ifill,5.33,35.55,0.0444444,0.0
Najeeb Tarakai,5.0,27.77,0.0,0.0
Seren Waters,20.95,55.79,2.5,0.1
Andy McBrine,17.0,72.85,0.0571429,0.025641
Glen Chapple,14.0,200.0,0.285714,0.0
Mohammad Ashraful,22.23,70.1,0.0774207,0.129944
Shoaib Akhtar,8.95,73.23,0.0724907,0.0
Saleem Mukuddem,23.64,50.92,1.5,0.05
Hasan Ali,13.16,106.27,0.125561,0.0408163
Rishi Dhawan,12.0,92.3,0.333333,0.0
Fabian Allen,6.4,52.45,0.571429,0.0
George Bailey,40.58,83.51,3.1,0.277778
Kuldeep Yadav,12.5,58.47,0.0467836,0.0
Phil Eaglestone,4.0,133.33,0.333333,0.0
Jhye Richardson,13.6,80.95,0.047619,0.0
Krishna Chandran,16.75,48.9,0.0474453,0.0
Asif Ali,31.09,131.03,2.5,0.1875
Angelo Mathews,42.03,83.28,2.47549,0.191176
Trevin Bastiampillai,13.46,58.13,0.0930233,0.0
Craig McMillan,28.18,75.94,0.0737335,0.15736
Kieran Powell,22.84,78.63,0.101721,0.195652
Ajmal Shahzad,6.5,65.0,0.272727,0.0
Shahzaib Hasan,33.33,88.49,5.0,0.333333
David Bernard,14.1,64.38,0.0456621,0.0
Hamish Rutherford,3.75,26.78,0.5,0.0
Jehan Mubarak,22.7,63.13,1.675,0.1
Mohammad Mithun,32.3,76.64,0.0821168,0.222222
Abu Hider,1.0,9.09,0.0,0.0
Tim Murtagh,7.75,63.05,0.327273,0.0
Marcus Stoinis,38.52,93.49,0.107767,0.212121
Sean Williams,34.09,82.4,0.0759935,0.253968
Treadwell Gibbons,16.5,33.67,0.0306122,0.0
Barry McCarthy,7.85,54.72,0.333333,0.0
Matthew Wade,25.75,82.11,1.6383,0.117021
Andile Phehlukwayo,32.0,91.62,0.121145,0.0232558
Piet Rinke,17.61,83.86,0.113757,0.166667
Danish Kaneria,6.0,54.54,0.0454545,0.0
Ehsan Nawaz,5.0,34.48,0.166667,0.0
BJ Watling,24.91,68.37,0.0727924,0.178571
Shaun Pollock,26.45,86.69,0.075388,0.049505
Andre Russell,28.51,130.45,0.189542,0.0769231
Kevin Sandher,5.83,32.71,0.0,0.0
Tom Heggelman,5.4,31.76,0.0,0.0
Ajit Agarkar,14.58,80.62,0.0794155,0.0157068
Wayne Parnell,21.16,78.39,0.0725309,0.0153846
Steven Outerbridge,14.6,54.9,1.3913,0.0434783
Scott Borthwick,9.0,112.5,1.0,0.0
Amila Aponso,3.33,22.22,0.0,0.0
Rilee Rossouw,38.71,94.36,4.25,0.277778
Ahmed Raza,12.88,55.5,0.0550239,0.04
Pat Cummins,11.43,70.38,0.0692308,0.0
Kwame Tucker,9.5,38.61,1.16667,0.0
Charles Amini,21.0,65.96,0.0732984,0.142857
Fred Klaassen,12.0,52.17,0.0217391,0.0
Carl Mumba,3.0,42.85,0.0,0.0
Umar Akmal,34.34,86.04,0.0864763,0.181818
Iftikhar Anjum,15.6,61.9,0.047619,0.0
Liam Roche,2.0,40.0,0.0,0.0
Adnan Akmal,20.66,69.66,0.0337079,0.0
Dylan Budge,11.0,122.22,0.111111,0.0
S Badrinath,15.8,45.93,0.571429,0.0
Munir Dar,9.0,112.5,2.0,0.0
Shuvagata Hom,35.0,81.39,2.25,0.0
Daryl Tuffey,9.51,79.3,0.0806452,0.0
Keshav Maharaj,12.5,96.15,1.0,0.0
Nawroz Mangal,27.11,75.33,0.0833333,0.122449
Isuru Udana,41.66,122.54,0.166667,0.166667
Farveez Maharoof,19.52,86.01,1.04587,0.0183486
Irfan Karim,44.0,75.86,0.0747126,0.333333
Andre Fletcher,14.16,64.48,0.0892532,0.08
Haris Sohail,47.14,83.12,3.67647,0.352941
Tim Paine,27.81,70.8,2.91429,0.171429
Arvind Kandappah,97.0,62.17,3.5,0.5
Peter Handscomb,34.88,98.58,0.0816327,0.238095
Morris Ouma,20.84,59.44,0.0574257,0.0875
Natsai M'shangwe,7.6,84.44,0.111111,0.0
Yasir Hameed,36.87,66.95,0.0742819,0.267857
Paul Mooney,12.0,133.33,0.25,0.0
Al-Amin Hossain,2.0,20.0,0.0,0.0
Michael Clarke,44.58,78.98,0.071061,0.269388
Simandeep Singh,0.0,0.0,0.0,0.0
Malinga Bandara,12.3,71.42,0.419355,0.0
Marcus Trescothick,37.37,85.21,0.111854,0.268293
Fiqre Crockwell,34.0,65.38,0.0961538,0.0
Samit Patel,32.13,93.23,0.0947776,0.0277778
Hashmatullah Shahidi,34.6,65.62,0.0538695,0.225806
James Anderson,7.58,48.66,0.0409982,0.0
Waqas Khan,16.75,48.9,0.0218978,0.0
Naumanullah,5.0,125.0,0.25,0.0
Michael Vandort,48.0,41.02,0.025641,0.0
Kasun Rajitha,0.0,0.0,0.0,0.0
Shadab Khan,29.4,65.04,0.0442478,0.0882353
Ishant Sharma,4.8,35.46,0.0295567,0.0
Waqas Barkat,12.75,55.43,1.0,0.0
Mohammad Hafeez,32.95,76.19,3.55714,0.228571
Andrew Flintoff,32.01,88.82,0.104946,0.148936
Temba Bavuma,80.5,94.7,0.111765,0.5
Shane Harwood,0.0,0.0,0.0,0.0
Sohag Gazi,15.33,86.38,0.103286,0.0
Mahuru Dai,28.37,77.6,0.0905983,0.166667
Michael Rippon,23.66,63.39,0.666667,0.166667
Sarfaraz Ahmed,34.88,88.18,0.0721094,0.113208
Austin Codrington,5.87,51.08,0.0543478,0.0
Abdul Razzaq,29.7,81.25,1.90943,0.0981132
Eoin Morgan,39.64,90.38,0.100402,0.256757
Naeem Islam,27.08,66.19,0.065852,0.0847458
Craig Cumming,13.41,53.48,1.53846,0.0
Shaminda Eranga,11.33,53.12,0.210526,0.0
Shafiul Islam,6.3,57.01,0.0678733,0.0
Mark Boucher,28.57,84.76,0.0794139,0.0915254
Mohammad Rafique,13.38,71.61,0.0835839,0.016
Dhiman Ghosh,14.0,62.68,0.0497512,0.0
Sharad Vesawkar,4.0,26.66,0.0,0.0
Chanaka Welegedara,4.0,44.44,0.0,0.0
Irving Romaine,25.25,64.07,2.91429,0.142857
Gavin Hamilton,35.17,66.64,2.78947,0.236842
Hiral Patel,21.27,80.13,0.109589,0.0869565
Jai Prakash Yadav,20.25,65.85,0.097561,0.0833333
Tim Bresnan,19.79,90.25,0.0974093,0.0117647
Fawad Alam,40.25,74.47,0.0501157,0.184211
Lou Vincent,27.11,69.88,0.0750072,0.137255
Michael Leask,23.31,109.92,0.136476,0.0967742
Ben Duckett,41.0,80.92,0.0723684,0.666667
Keith Dabengwa,19.03,60.39,1.08108,0.0
Imad Wasim,40.94,107.6,0.116183,0.108696
Jean-Paul Duminy,37.38,84.39,0.0695652,0.159794
Xavier Doherty,14.42,54.89,0.1,0.0
Majid Haq,16.64,60.79,1.25926,0.0555556
Babar Azam,51.67,85.96,0.0797238,0.328125
Richard Ngarava,2.8,46.66,0.0333333,0.0
Timycen Maruma,11.52,59.39,0.0606061,0.0
Peter Chase,3.5,62.5,0.0714286,0.0
Jacob Oram,24.09,86.61,0.0935943,0.0875
Adnan Mufti,27.5,80.68,0.0684597,0.0555556
Mohammad Salman,11.0,56.41,0.285714,0.0
James Neesham,30.75,105.07,2.44898,0.102041
Marlon Samuels,32.97,75.11,0.0862924,0.193237
Yusuf Pathan,27.0,113.6,0.147265,0.0877193
Calvert Hooper,16.33,81.66,1.6,0.0
Luke Jongwe,14.75,77.88,0.0825083,0.0
Hamish Bennett,5.0,28.57,0.0,0.0
John Nyumbu,4.6,51.68,0.0224719,0.0
George Codrington,19.58,63.17,0.0672043,0.0
Karun Nair,23.0,52.27,0.0681818,0.0
Shahadat Hossain,7.9,52.31,0.0529801,0.0
Billy Stelling,30.0,66.17,0.0367647,0.0
Lahiru Thirimanne,35.17,71.7,2.16102,0.20339
Ryan McLaren,18.65,71.32,0.0705882,0.0185185
James Hall,9.33,37.33,0.04,0.0
Kagiso Rabada,14.35,76.42,0.0760456,0.0
Jason Holder,26.23,93.57,0.0945303,0.0842105
Sajid Mahmood,7.72,84.15,0.0891089,0.0
Tinashe Kamunhukamwe,18.5,75.51,0.102041,0.0
Malcolm Waller,19.07,76.81,0.0866382,0.0632911
Brendan Nash,26.0,73.75,0.0851064,0.0
Josephat Ababu,9.66,46.03,0.333333,0.0
Khurram Chohan,12.69,57.89,0.045614,0.0
Mohammad Talha,0.0,0.0,0.0,0.0
Dwayne Bravo,25.36,82.3,0.08264,0.0731707
Lakshan Sandakan,4.42,35.63,0.0114943,0.0
Prasanna Jayawardene,5.4,61.36,0.0681818,0.0
Qasim Sheikh,10.5,45.0,0.0428571,0.0
Hitesh Modi,23.59,58.18,0.0508919,0.0793651
Shakib Al Hasan,35.73,81.55,2.79798,0.247475
Steven Finn,8.0,60.98,0.202899,0.0
Gregory Strydom,14.7,65.33,0.0888889,0.0833333
Wesley Barresi,34.64,75.17,3.3,0.233333
Yamin Ahmadzai,3.0,15.78,0.0,0.0
Samiullah Shinwari,28.47,64.98,0.0591096,0.135802
Jamie Dalrymple,19.48,72.47,0.0520833,0.0740741
Makhaya Ntini,8.65,66.77,0.0738255,0.0
D'Arcy Short,27.66,83.83,0.0808081,0.0
Roston Chase,21.18,71.47,0.0429448,0.0625
Nasir Hossain,29.11,79.81,1.95385,0.107692
Brendan Taylor,35.79,76.14,0.0782931,0.244681
Mark Gillespie,15.5,78.81,0.0762712,0.0
Shapoor Zadran,6.7,41.87,0.05,0.0
Alviro Petersen,28.0,82.62,0.0934426,0.190476
Dwayne Smith,18.57,92.69,0.1224,0.0761905
Nathan Bracken,11.7,70.56,0.0531915,0.0
Trent Boult,9.6,75.78,0.1,0.0
Jamie How,29.05,66.53,0.0788804,0.195122
Tapash Baisya,12.0,58.33,0.535714,0.0
Nehemiah Odhiambo,12.0,71.64,0.0800543,0.0144928
Malachi Jones,11.3,75.83,1.08333,0.0
Jeevan Mendis,19.9,85.93,1.07273,0.0181818
Sohail Tanvir,13.75,87.11,0.10917,0.016129
Graham Onions,1.0,50.0,0.0,0.0
Ray Price,9.66,57.91,0.352941,0.0
Tamim Iqbal,36.26,78.11,0.0952325,0.295337
Aaron Phangiso,7.36,50.0,0.0308642,0.0
Fayyaz Ahmed,47.0,47.0,0.06,0.0
Gulbadin Naib,21.84,71.24,0.072103,0.0909091
Kesrick Williams,19.0,70.37,0.125,0.0
Prosper Utseya,16.73,58.34,0.0435685,0.0243902
Umesh Yadav,7.9,58.95,0.0671642,0.0
Regis Chakabva,18.15,58.89,0.0452311,0.0263158
Shahriar Nafees,31.44,69.49,0.0896748,0.226667
Paul Nixon,21.21,85.59,0.0806916,0.0
Sompal Kami,36.5,89.02,0.103659,0.166667
Boyd Rankin,6.53,43.14,0.0203046,0.0
Shahid Afridi,23.57,117.0,2.71608,0.113065
Anshy Rath,51.75,76.66,0.0740741,0.444444
Sulieman Benn,7.91,75.83,0.0916667,0.0
Gary Brent,12.0,58.45,0.0429799,0.0142857
Con de Lange,20.5,61.5,0.035,0.0
Naved-ul-Hasan,15.87,84.51,0.72973,0.0
Gulam Bodi,41.5,62.87,0.0757576,0.5
George Munsey,31.33,80.47,3.55556,0.111111
AB de Villiers,53.5,101.09,0.110208,0.342105
Veerasammy Permaul,6.33,73.07,0.142857,0.0
